date,station,aod_047,pm25
2021-10-09,New Delhi,0.4945,58.7
2021-10-10,New Delhi,0.473,58.75
2021-10-11,New Delhi,0.482,53.291666666666664
2021-10-12,New Delhi,0.457,73.3
2021-10-13,"Alipur, Delhi - DPCC",0.545,89.1875
2021-10-13,"Anand Vihar, Delhi - DPCC",0.5265,80.81818181818181
2021-10-13,"Ashok Vihar, Delhi - DPCC",0.532,78.25
2021-10-13,"Bawana, Delhi - DPCC",0.54,115.66666666666667
2021-10-13,"Chandni Chowk, Delhi - IITM",0.56,63.205555555555556
2021-10-13,"Dwarka-Sector 8, Delhi - DPCC ",0.567,81.5
2021-10-13,"Ganga Nagar, Meerut - UPPCB",0.453,102.35714285714286
2021-10-13,"ITO, Delhi - CPCB",0.531,77.25
2021-10-13,"Indirapuram, Ghaziabad - UPPCB",0.4865,91.78571428571429
2021-10-13,"Jai Bhim Nagar, Meerut - UPPCB",0.397,90.13333333333334
2021-10-13,"Knowledge Park - V, Greater Noida - UPPCB",0.438,72.16666666666667
2021-10-13,"MD University, Rohtak - HSPCB",0.719,90.7045
2021-10-13,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.4885,71.72727272727273
2021-10-13,"Mandir Marg, New Delhi - DPCC",0.527,70.23076923076923
2021-10-13,"Moti Doongri, Alwar - RSPCB",0.468,42.35705882352941
2021-10-13,"Najafgarh, Delhi - DPCC",0.4565,71.5
2021-10-13,"Nehru Nagar, Delhi - DPCC",0.4595,76.875
2021-10-13,"New Collectorate, Baghpat - UPPCB",0.6295,98.33333333333333
2021-10-13,"North Campus, DU, Delhi - IMD",0.4875,78.87769230769231
2021-10-13,"Okhla Phase-2, Delhi - DPCC",0.451,72.5
2021-10-13,"Omex Eternity, Vrindavan - UPPCB",0.4175,92.0875
2021-10-13,"Punjabi Bagh, Delhi - DPCC",0.512,92.25
2021-10-13,"Rohini, Delhi - DPCC",0.553,101.2
2021-10-13,"Sanjay Nagar, Ghaziabad - UPPCB",0.503,86.25
2021-10-13,"Sector 11, Faridabad - HSPCB",0.3565,133.2258823529412
2021-10-13,"Sector- 16A, Faridabad - HSPCB",0.362,82.5625
2021-10-13,"Sri Aurobindo Marg, Delhi - DPCC",0.4155,63.526315789473685
2021-10-13,"Vasundhara, Ghaziabad - UPPCB",0.4945,112.42857142857143
2021-10-13,"Vikas Sadan, Gurugram - HSPCB",0.47,65.33333333333333
2021-10-13,"Vivek Vihar, Delhi - DPCC",0.508,82.11111111111111
2021-10-14,"Alipur, Delhi - DPCC",0.321,81.4054054054054
2021-10-14,"Anand Vihar, Delhi - DPCC",0.496,88.12
2021-10-14,"Ashok Vihar, Delhi - DPCC",0.395,73.0
2021-10-14,"Bawana, Delhi - DPCC",0.28,93.4
2021-10-14,"Chandni Chowk, Delhi - IITM",0.3925,61.29130434782609
2021-10-14,"Dwarka-Sector 8, Delhi - DPCC ",0.4045,93.63636363636364
2021-10-14,"Ganga Nagar, Meerut - UPPCB",0.4675,77.3103448275862
2021-10-14,"ITO, Delhi - CPCB",0.4245,72.97777777777777
2021-10-14,"Indirapuram, Ghaziabad - UPPCB",0.4515,78.8695652173913
2021-10-14,"Jai Bhim Nagar, Meerut - UPPCB",0.4235,107.4888888888889
2021-10-14,"Knowledge Park - V, Greater Noida - UPPCB",0.5655,74.43181818181819
2021-10-14,"MD University, Rohtak - HSPCB",0.5145,91.5554347826087
2021-10-14,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.4155,70.88
2021-10-14,"Mandir Marg, New Delhi - DPCC",0.407,68.74285714285715
2021-10-14,"Moti Doongri, Alwar - RSPCB",0.4115,42.06805555555556
2021-10-14,"Najafgarh, Delhi - DPCC",0.277,68.1875
2021-10-14,"Nehru Nagar, Delhi - DPCC",0.4345,77.6086956521739
2021-10-14,"New Collectorate, Baghpat - UPPCB",0.4315,83.95652173913044
2021-10-14,New Delhi,0.432,74.42857142857143
2021-10-14,"North Campus, DU, Delhi - IMD",0.3685,72.19
2021-10-14,"Okhla Phase-2, Delhi - DPCC",0.508,72.03846153846153
2021-10-14,"Omex Eternity, Vrindavan - UPPCB",0.6315,80.71886363636364
2021-10-14,"Punjabi Bagh, Delhi - DPCC",0.4195,85.42857142857143
2021-10-14,"R K Puram, Delhi - DPCC",0.4775,73.26315789473684
2021-10-14,"Rohini, Delhi - DPCC",0.3745,79.14814814814815
2021-10-14,"Sanjay Nagar, Ghaziabad - UPPCB",0.4405,84.6829268292683
2021-10-14,"Sector 11, Faridabad - HSPCB",0.541,34.99857142857143
2021-10-14,"Sector- 16A, Faridabad - HSPCB",0.5155,74.6590909090909
2021-10-14,"Shyam Nagar, Palwal - HSPCB",0.391,59.99166666666667
2021-10-14,"Sri Aurobindo Marg, Delhi - DPCC",0.4665,69.82222222222222
2021-10-14,"Vasundhara, Ghaziabad - UPPCB",0.487,87.675
2021-10-14,"Vikas Sadan, Gurugram - HSPCB",0.3315,49.804545454545455
2021-10-14,"Vivek Vihar, Delhi - DPCC",0.5135,71.82857142857142
2021-10-15,"Alipur, Delhi - DPCC",0.453,105.125
2021-10-15,"Anand Vihar, Delhi - DPCC",0.614,129.89285714285714
2021-10-15,"Ashok Vihar, Delhi - DPCC",0.462,76.875
2021-10-15,"Bawana, Delhi - DPCC",0.444,131.28571428571428
2021-10-15,"Chandni Chowk, Delhi - IITM",0.5285,56.682222222222215
2021-10-15,"Dwarka-Sector 8, Delhi - DPCC ",0.551,120.96551724137932
2021-10-15,"ITO, Delhi - CPCB",0.5915,107.65116279069767
2021-10-15,"Indirapuram, Ghaziabad - UPPCB",0.599,129.46666666666667
2021-10-15,"Jai Bhim Nagar, Meerut - UPPCB",0.3335,109.5
2021-10-15,"Knowledge Park - V, Greater Noida - UPPCB",0.53,116.45238095238095
2021-10-15,"MD University, Rohtak - HSPCB",0.6635,113.13826086956522
2021-10-15,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.57,102.24
2021-10-15,"Mandir Marg, New Delhi - DPCC",0.5935,100.96774193548387
2021-10-15,"Moti Doongri, Alwar - RSPCB",0.345,43.10511627906977
2021-10-15,"Najafgarh, Delhi - DPCC",0.374,90.0
2021-10-15,"Nehru Nagar, Delhi - DPCC",0.5225,127.45454545454545
2021-10-15,"New Collectorate, Baghpat - UPPCB",0.3875,102.3695652173913
2021-10-15,New Delhi,0.5785,104.41666666666667
2021-10-15,"North Campus, DU, Delhi - IMD",0.5415,103.0225581395349
2021-10-15,"Okhla Phase-2, Delhi - DPCC",0.5475,120.64285714285714
2021-10-15,"Omex Eternity, Vrindavan - UPPCB",0.5275,108.40097560975609
2021-10-15,"Punjabi Bagh, Delhi - DPCC",0.5165,113.82352941176471
2021-10-15,"R K Puram, Delhi - DPCC",0.5175,77.89655172413794
2021-10-15,"Rohini, Delhi - DPCC",0.4855,116.25
2021-10-15,"Sanjay Nagar, Ghaziabad - UPPCB",0.4495,114.38888888888889
2021-10-15,"Sector- 16A, Faridabad - HSPCB",0.46,99.86363636363636
2021-10-15,"Shyam Nagar, Palwal - HSPCB",0.409,34.11727272727273
2021-10-15,"Sri Aurobindo Marg, Delhi - DPCC",0.4965,94.20930232558139
2021-10-15,"Vasundhara, Ghaziabad - UPPCB",0.5585,140.90243902439025
2021-10-15,"Vikas Sadan, Gurugram - HSPCB",0.453,108.5
2021-10-15,"Vivek Vihar, Delhi - DPCC",0.62,81.0
2021-10-16,"Alipur, Delhi - DPCC",1.058,214.86046511627907
2021-10-16,"Anand Vihar, Delhi - DPCC",1.58,246.53571428571428
2021-10-16,"Ashok Vihar, Delhi - DPCC",1.152,94.0
2021-10-16,"Bawana, Delhi - DPCC",0.9785,206.73333333333332
2021-10-16,"Chandni Chowk, Delhi - IITM",1.226,82.69047619047619
2021-10-16,"Dwarka-Sector 8, Delhi - DPCC ",1.415,206.76923076923077
2021-10-16,"Ganga Nagar, Meerut - UPPCB",0.4465,88.42424242424242
2021-10-16,"ITO, Delhi - CPCB",1.3925,200.40540540540542
2021-10-16,"Indirapuram, Ghaziabad - UPPCB",1.593,236.6818181818182
2021-10-16,"Jai Bhim Nagar, Meerut - UPPCB",0.461,134.30769230769232
2021-10-16,"Knowledge Park - V, Greater Noida - UPPCB",1.506,176.4390243902439
2021-10-16,"MD University, Rohtak - HSPCB",0.748,133.5451111111111
2021-10-16,"Major Dhyan Chand National Stadium, Delhi - DPCC",1.381,187.0
2021-10-16,"Mandir Marg, New Delhi - DPCC",1.437,212.9142857142857
2021-10-16,"Moti Doongri, Alwar - RSPCB",0.706,53.407111111111114
2021-10-16,"Najafgarh, Delhi - DPCC",1.025,135.7
2021-10-16,"Nehru Nagar, Delhi - DPCC",1.419,229.86363636363637
2021-10-16,"New Collectorate, Baghpat - UPPCB",1.191,253.4102564102564
2021-10-16,New Delhi,1.411,185.33333333333334
2021-10-16,"North Campus, DU, Delhi - IMD",1.234,196.9731914893617
2021-10-16,"Okhla Phase-2, Delhi - DPCC",1.094,191.04
2021-10-16,"Omex Eternity, Vrindavan - UPPCB",0.881,126.83043478260869
2021-10-16,"Punjabi Bagh, Delhi - DPCC",1.157,230.55555555555554
2021-10-16,"R K Puram, Delhi - DPCC",1.3145,76.22857142857143
2021-10-16,"Rohini, Delhi - DPCC",1.06,158.125
2021-10-16,"Sanjay Nagar, Ghaziabad - UPPCB",1.7,221.72093023255815
2021-10-16,"Sector 11, Faridabad - HSPCB",1.3545,255.38666666666666
2021-10-16,"Sector- 16A, Faridabad - HSPCB",1.307,201.175
2021-10-16,"Shyam Nagar, Palwal - HSPCB",1.049,37.000454545454545
2021-10-16,"Sri Aurobindo Marg, Delhi - DPCC",0.904,172.5952380952381
2021-10-16,"Vasundhara, Ghaziabad - UPPCB",1.404,253.64285714285714
2021-10-16,"Vikas Sadan, Gurugram - HSPCB",1.0675,159.22926829268292
2021-10-19,"Alipur, Delhi - DPCC",0.445,72.64
2021-10-19,"Anand Vihar, Delhi - DPCC",0.5405,77.66666666666667
2021-10-19,"Ashok Vihar, Delhi - DPCC",0.476,49.26315789473684
2021-10-19,"Bawana, Delhi - DPCC",0.3575,91.02173913043478
2021-10-19,"Dwarka-Sector 8, Delhi - DPCC ",0.522,71.52
2021-10-19,"Ganga Nagar, Meerut - UPPCB",0.547,78.45454545454545
2021-10-19,"ITO, Delhi - CPCB",0.539,75.95348837209302
2021-10-19,"Indirapuram, Ghaziabad - UPPCB",0.5245,75.88636363636364
2021-10-19,"Jai Bhim Nagar, Meerut - UPPCB",0.596,74.5
2021-10-19,"Knowledge Park - V, Greater Noida - UPPCB",0.678,81.475
2021-10-19,"MD University, Rohtak - HSPCB",0.593,79.6025
2021-10-19,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.4755,69.76
2021-10-19,"Mandir Marg, New Delhi - DPCC",0.553,83.8125
2021-10-19,"Moti Doongri, Alwar - RSPCB",0.2665,34.47695652173913
2021-10-19,"Najafgarh, Delhi - DPCC",0.3605,56.10526315789474
2021-10-19,"Nehru Nagar, Delhi - DPCC",0.477,77.10714285714286
2021-10-19,"New Collectorate, Baghpat - UPPCB",0.47,76.25581395348837
2021-10-19,New Delhi,0.546,70.91666666666667
2021-10-19,"North Campus, DU, Delhi - IMD",0.503,71.81085106382979
2021-10-19,"Okhla Phase-2, Delhi - DPCC",0.5145,82.9
2021-10-19,"Punjabi Bagh, Delhi - DPCC",0.484,82.3529411764706
2021-10-19,"R K Puram, Delhi - DPCC",0.4885,30.0625
2021-10-19,"Rohini, Delhi - DPCC",0.439,83.22727272727273
2021-10-19,"Sanjay Nagar, Ghaziabad - UPPCB",0.534,103.97619047619048
2021-10-19,"Sector 11, Faridabad - HSPCB",0.4235,88.60714285714286
2021-10-19,"Sector- 16A, Faridabad - HSPCB",0.479,67.6
2021-10-19,"Shyam Nagar, Palwal - HSPCB",0.3475,29.91933333333333
2021-10-19,"Sri Aurobindo Marg, Delhi - DPCC",0.452,68.89473684210526
2021-10-19,"Vasundhara, Ghaziabad - UPPCB",0.536,91.22222222222223
2021-10-19,"Vikas Sadan, Gurugram - HSPCB",0.3475,11.928571428571429
2021-10-19,"Vivek Vihar, Delhi - DPCC",0.541,47.214285714285715
2021-10-20,"Alipur, Delhi - DPCC",0.7335,109.04347826086956
2021-10-20,"Anand Vihar, Delhi - DPCC",0.8635,122.4
2021-10-20,"Ashok Vihar, Delhi - DPCC",0.7945,80.41666666666667
2021-10-20,"Bawana, Delhi - DPCC",0.752,128.9777777777778
2021-10-20,"Chandni Chowk, Delhi - IITM",0.8515,71.0060606060606
2021-10-20,"Dwarka-Sector 8, Delhi - DPCC ",0.8865,105.875
2021-10-20,"Ganga Nagar, Meerut - UPPCB",0.8715,115.31111111111112
2021-10-20,"ITO, Delhi - CPCB",0.928,99.65
2021-10-20,"Indirapuram, Ghaziabad - UPPCB",0.806,118.88372093023256
2021-10-20,"Jai Bhim Nagar, Meerut - UPPCB",0.8815,117.6590909090909
2021-10-20,"Knowledge Park - V, Greater Noida - UPPCB",0.909,106.4186046511628
2021-10-20,"MD University, Rohtak - HSPCB",0.833,94.48911111111111
2021-10-20,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.868,94.2
2021-10-20,"Mandir Marg, New Delhi - DPCC",0.8485,95.34482758620689
2021-10-20,"Moti Doongri, Alwar - RSPCB",0.5245,42.229285714285716
2021-10-20,"Najafgarh, Delhi - DPCC",0.7825,78.725
2021-10-20,"Nehru Nagar, Delhi - DPCC",0.865,101.63157894736842
2021-10-20,"New Collectorate, Baghpat - UPPCB",0.717,104.35135135135135
2021-10-20,New Delhi,0.8825,95.54166666666667
2021-10-20,"North Campus, DU, Delhi - IMD",0.969,90.44844444444445
2021-10-20,"Okhla Phase-2, Delhi - DPCC",0.864,91.33333333333333
2021-10-20,"Omex Eternity, Vrindavan - UPPCB",1.1385,82.49095238095238
2021-10-20,"Punjabi Bagh, Delhi - DPCC",0.8645,111.4375
2021-10-20,"R K Puram, Delhi - DPCC",0.8305,40.36363636363637
2021-10-20,"Rohini, Delhi - DPCC",0.7975,108.375
2021-10-20,"Sanjay Nagar, Ghaziabad - UPPCB",0.8475,147.82926829268294
2021-10-20,"Sector 11, Faridabad - HSPCB",0.9305,154.2244
2021-10-20,"Sector- 16A, Faridabad - HSPCB",0.903,97.46666666666667
2021-10-20,"Shyam Nagar, Palwal - HSPCB",0.979,30.13413043478261
2021-10-20,"Sri Aurobindo Marg, Delhi - DPCC",0.809,80.08888888888889
2021-10-20,"Vasundhara, Ghaziabad - UPPCB",0.7895,117.58974358974359
2021-10-20,"Vikas Sadan, Gurugram - HSPCB",0.842,89.15833333333335
2021-10-20,"Vivek Vihar, Delhi - DPCC",0.811,70.9
2021-10-21,"Alipur, Delhi - DPCC",0.2705,82.8695652173913
2021-10-21,"Anand Vihar, Delhi - DPCC",0.3255,83.0625
2021-10-21,"Ashok Vihar, Delhi - DPCC",0.297,55.44444444444444
2021-10-21,"Bawana, Delhi - DPCC",0.257,99.26315789473684
2021-10-21,"Chandni Chowk, Delhi - IITM",0.2905,38.97096774193548
2021-10-21,"Dwarka-Sector 8, Delhi - DPCC ",0.289,65.45833333333333
2021-10-21,"Ganga Nagar, Meerut - UPPCB",0.7745,107.66666666666667
2021-10-21,"ITO, Delhi - CPCB",0.2855,47.8235294117647
2021-10-21,"Indirapuram, Ghaziabad - UPPCB",0.314,83.26829268292683
2021-10-21,"Jai Bhim Nagar, Meerut - UPPCB",0.671,119.47058823529412
2021-10-21,"Knowledge Park - V, Greater Noida - UPPCB",0.3175,55.13953488372093
2021-10-21,"MD University, Rohtak - HSPCB",0.4295,99.06675675675675
2021-10-21,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.304,58.95652173913044
2021-10-21,"Mandir Marg, New Delhi - DPCC",0.275,69.03225806451613
2021-10-21,"Moti Doongri, Alwar - RSPCB",0.283,36.724583333333335
2021-10-21,"Najafgarh, Delhi - DPCC",0.231,45.270270270270274
2021-10-21,"Nehru Nagar, Delhi - DPCC",0.286,62.625
2021-10-21,"New Collectorate, Baghpat - UPPCB",0.3225,71.88095238095238
2021-10-21,New Delhi,0.2805,57.916666666666664
2021-10-21,"North Campus, DU, Delhi - IMD",0.295,66.57214285714286
2021-10-21,"Okhla Phase-2, Delhi - DPCC",0.324,56.26086956521739
2021-10-21,"Omex Eternity, Vrindavan - UPPCB",0.334,34.640277777777776
2021-10-21,"Punjabi Bagh, Delhi - DPCC",0.2975,75.78787878787878
2021-10-21,"R K Puram, Delhi - DPCC",0.274,46.96875
2021-10-21,"Rohini, Delhi - DPCC",0.308,85.17391304347827
2021-10-21,"Sanjay Nagar, Ghaziabad - UPPCB",0.354,109.375
2021-10-21,"Sector 11, Faridabad - HSPCB",0.2705,145.7190625
2021-10-21,"Sector- 16A, Faridabad - HSPCB",0.304,51.54054054054054
2021-10-21,"Shyam Nagar, Palwal - HSPCB",0.2445,30.09258064516129
2021-10-21,"Sri Aurobindo Marg, Delhi - DPCC",0.2685,46.91891891891892
2021-10-21,"Vasundhara, Ghaziabad - UPPCB",0.3545,78.46153846153847
2021-10-21,"Vikas Sadan, Gurugram - HSPCB",0.2705,18.400000000000002
2021-10-21,"Vivek Vihar, Delhi - DPCC",0.3335,68.25714285714285
2021-10-22,"Alipur, Delhi - DPCC",0.378,66.20833333333333
2021-10-22,"Anand Vihar, Delhi - DPCC",0.414,84.81818181818181
2021-10-22,"Ashok Vihar, Delhi - DPCC",0.346,34.0
2021-10-22,"Bawana, Delhi - DPCC",0.3445,80.20930232558139
2021-10-22,"Chandni Chowk, Delhi - IITM",0.4335,50.48809523809524
2021-10-22,"Dwarka-Sector 8, Delhi - DPCC ",0.375,61.17391304347826
2021-10-22,"Ganga Nagar, Meerut - UPPCB",0.329,73.28571428571429
2021-10-22,"ITO, Delhi - CPCB",0.3885,61.0
2021-10-22,"Indirapuram, Ghaziabad - UPPCB",0.415,78.27777777777777
2021-10-22,"Jai Bhim Nagar, Meerut - UPPCB",0.3335,62.125
2021-10-22,"Knowledge Park - V, Greater Noida - UPPCB",0.363,70.51282051282051
2021-10-22,"MD University, Rohtak - HSPCB",0.4735,76.91358974358975
2021-10-22,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.3525,52.25
2021-10-22,"Mandir Marg, New Delhi - DPCC",0.3835,55.96666666666667
2021-10-22,"Moti Doongri, Alwar - RSPCB",0.268,36.82875
2021-10-22,"Najafgarh, Delhi - DPCC",0.278,47.94871794871795
2021-10-22,"Nehru Nagar, Delhi - DPCC",0.343,72.44
2021-10-22,"New Collectorate, Baghpat - UPPCB",0.304,57.525
2021-10-22,New Delhi,0.411,45.25
2021-10-22,"North Campus, DU, Delhi - IMD",0.4435,66.53146341463415
2021-10-22,"Okhla Phase-2, Delhi - DPCC",0.417,54.416666666666664
2021-10-22,"Omex Eternity, Vrindavan - UPPCB",0.458,46.96340909090909
2021-10-22,"Punjabi Bagh, Delhi - DPCC",0.3705,69.48275862068965
2021-10-22,"R K Puram, Delhi - DPCC",0.3255,38.5625
2021-10-22,"Rohini, Delhi - DPCC",0.38,74.125
2021-10-22,"Sanjay Nagar, Ghaziabad - UPPCB",0.465,126.38888888888889
2021-10-22,"Sector 11, Faridabad - HSPCB",0.358,64.86272727272727
2021-10-22,"Sector- 16A, Faridabad - HSPCB",0.371,52.27272727272727
2021-10-22,"Shyam Nagar, Palwal - HSPCB",0.348,47.51851851851852
2021-10-22,"Sri Aurobindo Marg, Delhi - DPCC",0.3385,39.674418604651166
2021-10-22,"Vasundhara, Ghaziabad - UPPCB",0.4075,77.78947368421052
2021-10-22,"Vikas Sadan, Gurugram - HSPCB",0.3285,31.78620689655172
2021-10-22,"Vivek Vihar, Delhi - DPCC",0.409,39.95238095238095
2021-10-23,"Alipur, Delhi - DPCC",0.249,82.25
2021-10-23,"Anand Vihar, Delhi - DPCC",0.4015,75.93333333333334
2021-10-23,"Ashok Vihar, Delhi - DPCC",0.3585,52.1
2021-10-23,"Bawana, Delhi - DPCC",0.277,71.375
2021-10-23,"Chandni Chowk, Delhi - IITM",0.3225,42.84318181818182
2021-10-23,"Dwarka-Sector 8, Delhi - DPCC ",0.326,56.0
2021-10-23,"Ganga Nagar, Meerut - UPPCB",0.49,81.53658536585365
2021-10-23,"ITO, Delhi - CPCB",0.292,69.51282051282051
2021-10-23,"Indirapuram, Ghaziabad - UPPCB",0.382,64.81395348837209
2021-10-23,"Jai Bhim Nagar, Meerut - UPPCB",0.4155,77.73529411764706
2021-10-23,"Knowledge Park - V, Greater Noida - UPPCB",0.482,88.04878048780488
2021-10-23,"MD University, Rohtak - HSPCB",0.423,66.92155555555556
2021-10-23,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.285,66.5
2021-10-23,"Mandir Marg, New Delhi - DPCC",0.2875,63.93333333333333
2021-10-23,"Moti Doongri, Alwar - RSPCB",0.606,44.374583333333334
2021-10-23,"Najafgarh, Delhi - DPCC",0.2775,47.175
2021-10-23,"Nehru Nagar, Delhi - DPCC",0.3,84.95238095238095
2021-10-23,"New Collectorate, Baghpat - UPPCB",0.2965,89.7948717948718
2021-10-23,New Delhi,0.2975,53.041666666666664
2021-10-23,"North Campus, DU, Delhi - IMD",0.2875,63.59195652173913
2021-10-23,"Okhla Phase-2, Delhi - DPCC",0.345,74.75
2021-10-23,"Omex Eternity, Vrindavan - UPPCB",0.5645,74.94102564102563
2021-10-23,"Punjabi Bagh, Delhi - DPCC",0.319,65.20588235294117
2021-10-23,"R K Puram, Delhi - DPCC",0.2965,25.606060606060606
2021-10-23,"Rohini, Delhi - DPCC",0.3555,59.458333333333336
2021-10-23,"Sanjay Nagar, Ghaziabad - UPPCB",0.497,103.6046511627907
2021-10-23,"Sector 11, Faridabad - HSPCB",0.331,2.6677777777777774
2021-10-23,"Sector- 16A, Faridabad - HSPCB",0.3055,79.71794871794872
2021-10-23,"Shyam Nagar, Palwal - HSPCB",0.318,49.21375
2021-10-23,"Sri Aurobindo Marg, Delhi - DPCC",0.301,53.26829268292683
2021-10-23,"Vasundhara, Ghaziabad - UPPCB",0.456,74.17073170731707
2021-10-23,"Vikas Sadan, Gurugram - HSPCB",0.3265,30.013157894736842
2021-10-23,"Vivek Vihar, Delhi - DPCC",0.3965,46.095238095238095
2021-10-24,"Alipur, Delhi - DPCC",1.851,66.45833333333333
2021-10-24,"Anand Vihar, Delhi - DPCC",1.663,35.5
2021-10-24,"Ashok Vihar, Delhi - DPCC",1.331,80.4
2021-10-24,"Chandni Chowk, Delhi - IITM",1.345,32.21860465116279
2021-10-24,"Dwarka-Sector 8, Delhi - DPCC ",1.286,47.52173913043478
2021-10-24,"Ganga Nagar, Meerut - UPPCB",1.755,44.06060606060606
2021-10-24,"ITO, Delhi - CPCB",1.351,66.27586206896552
2021-10-24,"Indirapuram, Ghaziabad - UPPCB",1.66,53.861111111111114
2021-10-24,"Jai Bhim Nagar, Meerut - UPPCB",1.638,35.15625
2021-10-24,"MD University, Rohtak - HSPCB",1.299,64.15190476190476
2021-10-24,"Major Dhyan Chand National Stadium, Delhi - DPCC",1.342,50.76
2021-10-24,"Mandir Marg, New Delhi - DPCC",1.269,58.21212121212121
2021-10-24,"Moti Doongri, Alwar - RSPCB",0.574,38.7644
2021-10-24,"Nehru Nagar, Delhi - DPCC",1.333,59.75
2021-10-24,New Delhi,1.349,50.333333333333336
2021-10-24,"North Campus, DU, Delhi - IMD",1.203,69.98238095238095
2021-10-24,"Omex Eternity, Vrindavan - UPPCB",1.1385,63.994883720930225
2021-10-24,"R K Puram, Delhi - DPCC",1.098,17.24137931034483
2021-10-24,"Sanjay Nagar, Ghaziabad - UPPCB",1.736,57.63157894736842
2021-10-24,"Sector- 16A, Faridabad - HSPCB",1.376,50.55263157894737
2021-10-24,"Shyam Nagar, Palwal - HSPCB",0.907,50.47875
2021-10-24,"Sri Aurobindo Marg, Delhi - DPCC",1.01,48.72093023255814
2021-10-24,"Vasundhara, Ghaziabad - UPPCB",1.641,74.95833333333333
2021-10-24,"Vikas Sadan, Gurugram - HSPCB",1.054,22.676923076923078
2021-10-24,"Vivek Vihar, Delhi - DPCC",1.691,62.875
2021-10-25,"Alipur, Delhi - DPCC",0.518,48.458333333333336
2021-10-25,"Anand Vihar, Delhi - DPCC",0.62,64.625
2021-10-25,"Ashok Vihar, Delhi - DPCC",0.578,53.72222222222222
2021-10-25,"Bawana, Delhi - DPCC",0.452,77.53658536585365
2021-10-25,"Chandni Chowk, Delhi - IITM",0.609,65.06818181818181
2021-10-25,"Dwarka-Sector 8, Delhi - DPCC ",0.6225,60.95652173913044
2021-10-25,"Ganga Nagar, Meerut - UPPCB",0.337,54.91111111111111
2021-10-25,"ITO, Delhi - CPCB",0.5945,64.48648648648648
2021-10-25,"Indirapuram, Ghaziabad - UPPCB",0.593,66.36111111111111
2021-10-25,"Jai Bhim Nagar, Meerut - UPPCB",0.4115,59.8125
2021-10-25,"Knowledge Park - V, Greater Noida - UPPCB",0.54,64.09302325581395
2021-10-25,"MD University, Rohtak - HSPCB",0.6745,51.71380952380952
2021-10-25,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.5975,54.56
2021-10-25,"Mandir Marg, New Delhi - DPCC",0.5905,60.12903225806452
2021-10-25,"Moti Doongri, Alwar - RSPCB",0.643,39.28173913043479
2021-10-25,"Najafgarh, Delhi - DPCC",0.521,40.05128205128205
2021-10-25,"Nehru Nagar, Delhi - DPCC",0.613,63.82608695652174
2021-10-25,"New Collectorate, Baghpat - UPPCB",0.482,75.05128205128206
2021-10-25,New Delhi,0.637,53.166666666666664
2021-10-25,"North Campus, DU, Delhi - IMD",0.5925,47.962
2021-10-25,"Okhla Phase-2, Delhi - DPCC",0.6405,32.63636363636363
2021-10-25,"Omex Eternity, Vrindavan - UPPCB",0.868,78.69418604651163
2021-10-25,"Punjabi Bagh, Delhi - DPCC",0.527,61.90909090909091
2021-10-25,"R K Puram, Delhi - DPCC",0.569,43.310344827586206
2021-10-25,"Rohini, Delhi - DPCC",0.558,66.42105263157895
2021-10-25,"Sanjay Nagar, Ghaziabad - UPPCB",0.522,69.225
2021-10-25,"Sector 11, Faridabad - HSPCB",0.7035,63.4025
2021-10-25,"Sector- 16A, Faridabad - HSPCB",0.656,53.851851851851855
2021-10-25,"Shyam Nagar, Palwal - HSPCB",0.6615,49.96351351351352
2021-10-25,"Sri Aurobindo Marg, Delhi - DPCC",0.544,41.7906976744186
2021-10-25,"Vasundhara, Ghaziabad - UPPCB",0.599,86.41379310344827
2021-10-25,"Vikas Sadan, Gurugram - HSPCB",0.629,20.00294117647059
2021-10-25,"Vivek Vihar, Delhi - DPCC",0.599,52.785714285714285
2021-10-26,"Alipur, Delhi - DPCC",0.49,91.37837837837837
2021-10-26,"Anand Vihar, Delhi - DPCC",0.585,84.52
2021-10-26,"Ashok Vihar, Delhi - DPCC",0.5235,52.0625
2021-10-26,"Bawana, Delhi - DPCC",0.5245,112.8048780487805
2021-10-26,"Burari Crossing, New Delhi - IMD",0.5505,98.59526315789473
2021-10-26,"Chandni Chowk, Delhi - IITM",0.518,70.83095238095238
2021-10-26,"Dwarka-Sector 8, Delhi - DPCC ",0.606,101.47826086956522
2021-10-26,"Ganga Nagar, Meerut - UPPCB",0.383,86.97297297297297
2021-10-26,"ITO, Delhi - CPCB",0.542,89.2
2021-10-26,"Indirapuram, Ghaziabad - UPPCB",0.557,102.04651162790698
2021-10-26,"Jai Bhim Nagar, Meerut - UPPCB",0.434,56.964285714285715
2021-10-26,"Knowledge Park - V, Greater Noida - UPPCB",0.548,89.6842105263158
2021-10-26,"MD University, Rohtak - HSPCB",0.734,93.22941176470589
2021-10-26,"Major Dhyan Chand National Stadium, Delhi - DPCC",0.547,76.21739130434783
